key,pic1,pic2,pic3,pic4,pic5,pic6,pic7,pic8,pic9,pic10,pic11,pic12,pic13,pic14,pic15,pic16,pic17
L,0.41748046875,0.2978515625,0.28076171875,0.3045654296875,0.3179931640625,0.2386474609375,0.172119140625,0.31005859375,0.28076171875,0.3485107421875,0.19775390625,0.3277587890625,0.2978515625,0.3704833984375,0.24169921875,0.2423095703125,0.2740478515625
L,0.4345703125,0.7373046875,0.5047607421875,0.416259765625,0.760498046875,0.762939453125,0.9271240234375,1.005859375,1.068115234375,0.6732177734375,0.330810546875,0.9527587890625,0.567626953125,1.3458251953125,0.7916259765625,0.701904296875,0.997314453125
L,0.9100341796875,0.58349609375,0.347900390625,0.8843994140625,1.119384765625,0.703125,0.665283203125,1.0247802734375,0.62744140625,0.457763671875,0.91552734375,0.7135009765625,1.7437744140625,0.7904052734375,0.7476806640625,1.253662109375,0.367431640625
L,0.86181640625,0.5450439453125,0.369873046875,0.999755859375,0.8905029296875,0.5767822265625,0.7513427734375,0.86181640625,0.7647705078125,0.3387451171875,0.7958984375,0.791015625,1.630859375,0.6884765625,1.1395263671875,0.87646484375,0.330810546875
L,0.589599609375,0.82763671875,0.3521728515625,0.225830078125,0.9027099609375,1.0089111328125,0.6536865234375,0.7098388671875,0.8544921875,0.74462890625,0.5010986328125,0.570068359375,0.6695556640625,1.7437744140625,0.85693359375,0.9149169921875,0.9112548828125
L,0.83740234375,0.3570556640625,0.3106689453125,0.906982421875,0.6182861328125,0.66650390625,0.7958984375,0.8599853515625,0.7183837890625,0.328369140625,0.6756591796875,0.7373046875,1.3946533203125,0.6878662109375,1.10107421875,0.870361328125,0.3143310546875
L,0.6646728515625,0.4803466796875,0.240478515625,0.926513671875,1.0626220703125,0.584716796875,0.7366943359375,0.9375,0.7098388671875,0.2593994140625,0.487060546875,0.535888671875,1.6815185546875,0.721435546875,0.9466552734375,1.0919189453125,0.4791259765625
L,0.426025390625,0.20263671875,0.181884765625,0.126953125,0.12939453125,0.3143310546875,0.206298828125,0.1947021484375,0.186767578125,0.1739501953125,0.1153564453125,0.098876953125,0.301513671875,0.1611328125,0.115966796875,0.1318359375,0.076904296875
L,0.499267578125,0.3680419921875,0.2947998046875,0.94970703125,0.762939453125,0.6890869140625,0.858154296875,0.83740234375,0.511474609375,0.3460693359375,0.794677734375,0.5450439453125,1.3720703125,0.692138671875,1.009521484375,0.9307861328125,0.3326416015625
L,0.7672119140625,0.3436279296875,0.3521728515625,0.7916259765625,1.0418701171875,0.745849609375,0.673828125,0.791015625,0.79833984375,0.41015625,0.528564453125,0.538330078125,1.6680908203125,0.5474853515625,0.770263671875,1.0400390625,0.5877685546875
L,0.457763671875,0.7318115234375,0.31494140625,0.8514404296875,0.6060791015625,0.767822265625,0.7684326171875,0.7470703125,0.42724609375,0.26123046875,0.643310546875,0.62255859375,1.5899658203125,0.7537841796875,1.08642578125,0.79345703125,0.24658203125
L,0.653076171875,0.6671142578125,0.31982421875,0.7586669921875,0.94482421875,0.69580078125,0.7647705078125,0.7464599609375,0.589599609375,0.323486328125,0.6634521484375,0.5230712890625,1.710205078125,0.8740234375,0.75439453125,0.718994140625,0.3955078125
L,0.5657958984375,0.7769775390625,0.191650390625,0.1849365234375,0.958251953125,0.6768798828125,0.68359375,0.8343505859375,0.7232666015625,0.736083984375,0.155029296875,0.6744384765625,0.8380126953125,1.3323974609375,0.679931640625,0.8856201171875,0.7818603515625
L,0.50048828125,0.5731201171875,0.584716796875,0.1593017578125,1.0687255859375,0.6903076171875,0.6182861328125,0.6951904296875,0.6298828125,0.6842041015625,0.2911376953125,0.5419921875,0.6988525390625,1.3922119140625,0.8538818359375,0.911865234375,0.777587890625
L,0.6756591796875,0.6365966796875,0.164794921875,0.92529296875,0.6536865234375,0.81298828125,0.662841796875,0.8294677734375,0.7073974609375,0.3387451171875,0.5023193359375,0.6768798828125,1.4678955078125,0.9552001953125,0.743408203125,0.6829833984375,0.435791015625
L,0.6414794921875,0.2532958984375,0.2239990234375,0.9674072265625,0.670166015625,0.56396484375,0.8209228515625,0.79833984375,0.7855224609375,0.13671875,0.8563232421875,0.7781982421875,1.09130859375,0.6781005859375,0.88134765625,0.819091796875,0.19775390625
L,0.6671142578125,0.369873046875,0.14404296875,1.0076904296875,0.8074951171875,0.4998779296875,0.750732421875,0.62255859375,0.6195068359375,0.257568359375,0.5731201171875,0.8355712890625,1.383056640625,0.53955078125,0.9625244140625,0.914306640625,0.35888671875
L,0.81298828125,0.52734375,0.137939453125,0.889892578125,0.77392578125,0.8831787109375,0.6768798828125,0.6134033203125,0.7928466796875,0.3704833984375,0.59326171875,0.758056640625,1.470947265625,0.7830810546875,0.909423828125,0.7513427734375,0.2197265625
L,1.4739990234375,0.076904296875,0.0933837890625,0.30517578125,0.12939453125,0.0457763671875,0.0518798828125,0.1251220703125,0.0982666015625,0.130615234375,0.0927734375,0.096435546875,0.604248046875,0.291748046875,0.4095458984375,0.863037109375,0.697021484375
L,0.42236328125,1.090087890625,0.413818359375,0.36865234375,1.2164306640625,0.7269287109375,0.6195068359375,0.9613037109375,0.7135009765625,0.71044921875,0.3656005859375,0.5352783203125,0.72998046875,1.3360595703125,0.8587646484375,0.93505859375,0.736083984375
L,0.44921875,0.4156494140625,0.3857421875,0.330810546875,0.6463623046875,0.7086181640625,0.6011962890625,0.938720703125,0.9515380859375,0.557861328125,0.238037109375,0.8038330078125,0.4937744140625,1.3739013671875,0.704345703125,0.8966064453125,0.9405517578125
L,0.65673828125,0.3863525390625,0.296630859375,0.61767578125,0.865478515625,0.4901123046875,0.489501953125,0.740966796875,0.8392333984375,0.3680419921875,0.6365966796875,0.347900390625,1.5155029296875,0.7427978515625,0.7342529296875,0.867919921875,0.213623046875
L,0.7855224609375,0.4595947265625,0.382080078125,0.7843017578125,0.7965087890625,0.5084228515625,0.52734375,0.894775390625,0.6512451171875,0.1678466796875,0.7708740234375,0.537109375,1.49169921875,0.6622314453125,0.9893798828125,1.0614013671875,0.2667236328125
L,0.46142578125,0.4180908203125,0.1812744140625,0.953369140625,0.947265625,0.8245849609375,0.682373046875,0.740966796875,0.518798828125,0.42236328125,0.7550048828125,0.428466796875,1.5277099609375,0.8746337890625,0.64697265625,0.8331298828125,0.1971435546875
L,0.75439453125,0.3173828125,0.3839111328125,1.01806640625,0.6817626953125,0.8740234375,0.7574462890625,0.6158447265625,0.6060791015625,0.302734375,0.8966064453125,0.7293701171875,1.4215087890625,0.92041015625,0.865478515625,0.8831787109375,0.17578125
